||Sütunlar||||||||||||
Satırlar||İbbs-Düzey1 Bölgeler Arası Aldığı Göç Bilgileri||||||||||||
||Göç Alan:Akdeniz|Göç Alan:Batı Anadolu|Göç Alan:Batı Karadeniz|Göç Alan:Batı Marmara|Göç Alan:Doğu Karadeniz|Göç Alan:Doğu Marmara|Göç Alan:Ege|Göç Alan:Güneydoğu Anadolu|Göç Alan:İstanbul|Göç Alan:Kuzeydoğu Anadolu|Göç Alan:Orta Anadolu|Göç Alan:Ortadoğu Anadolu|
||||||||||||||
||||||||||||||
2013|Akdeniz-TR6|0.0|31897.0|8217.0|6744.0|5472.0|15532.0|32757.0|39259.0|36989.0|5868.0|19907.0|16867.0|
|Batı Anadolu-TR5|28845.0|0.0|27873.0|6808.0|7929.0|18908.0|25387.0|12976.0|26190.0|6980.0|28713.0|9468.0|
|Batı Karadeniz-TR8|8723.0|34019.0|0.0|9239.0|11313.0|21409.0|12578.0|4552.0|70479.0|3674.0|7910.0|3743.0|
|Batı Marmara-TR2|5905.0|7252.0|6048.0|0.0|3068.0|14419.0|16796.0|4247.0|32370.0|2805.0|2906.0|3727.0|
|Doğu Karadeniz-TR9|5001.0|9705.0|12513.0|4061.0|0.0|15906.0|6225.0|2796.0|47054.0|5498.0|3138.0|2501.0|
|Doğu Marmara-TR4|12676.0|19292.0|15155.0|13113.0|11661.0|0.0|23667.0|7754.0|49572.0|6753.0|6159.0|7623.0|
|Ege-TR3|31965.0|24472.0|9123.0|15723.0|6000.0|26675.0|0.0|14815.0|34310.0|7591.0|8527.0|9897.0|
|Güneydoğu Anadolu-TRC|48702.0|17236.0|5243.0|5854.0|2943.0|11929.0|20084.0|0.0|45061.0|5113.0|7188.0|19239.0|
|İstanbul-TR1|25891.0|21875.0|61555.0|41838.0|44466.0|57251.0|29520.0|29175.0|0.0|15843.0|20226.0|23961.0|
|Kuzeydoğu Anadolu-TRA|7011.0|11572.0|4333.0|5877.0|6585.0|16384.0|13573.0|4991.0|31477.0|0.0|4459.0|5522.0|
|Orta Anadolu-TR7|19165.0|38440.0|8143.0|4205.0|3126.0|9605.0|10375.0|5947.0|25316.0|3492.0|0.0|4727.0|
|Ortadoğu Anadolu-TRB|18607.0|12544.0|3758.0|5341.0|2612.0|12451.0|13877.0|15764.0|39104.0|5402.0|4787.0|0.0|
2014|Akdeniz-TR6|0.0|32753.0|8591.0|7013.0|6174.0|16149.0|34261.0|39339.0|35454.0|6162.0|21258.0|15467.0|
|Batı Anadolu-TR5|31258.0|0.0|22523.0|10142.0|8960.0|20538.0|34253.0|13309.0|25475.0|7260.0|25986.0|9113.0|
|Batı Karadeniz-TR8|9382.0|39619.0|0.0|10419.0|11453.0|22563.0|12756.0|4965.0|69220.0|3775.0|7987.0|3494.0|
|Batı Marmara-TR2|6016.0|7669.0|6233.0|0.0|3176.0|14669.0|17212.0|4321.0|32965.0|2773.0|2749.0|3330.0|
|Doğu Karadeniz-TR9|5302.0|10506.0|13485.0|3935.0|0.0|15970.0|6894.0|2669.0|47771.0|6194.0|3234.0|2510.0|
|Doğu Marmara-TR4|13021.0|20360.0|15396.0|16076.0|12713.0|0.0|25964.0|7776.0|48497.0|8189.0|6278.0|6695.0|
|Ege-TR3|31171.0|25552.0|9423.0|17998.0|6075.0|27144.0|0.0|14464.0|32968.0|7921.0|8081.0|8693.0|
|Güneydoğu Anadolu-TRC|52428.0|19109.0|6021.0|5747.0|3380.0|13484.0|21031.0|0.0|45057.0|4839.0|8387.0|19341.0|
|İstanbul-TR1|29159.0|23788.0|59930.0|58913.0|48011.0|61721.0|42394.0|31951.0|0.0|23587.0|22889.0|22319.0|
|Kuzeydoğu Anadolu-TRA|7747.0|13142.0|5244.0|6779.0|7565.0|19238.0|14584.0|5286.0|33040.0|0.0|4916.0|5564.0|
|Orta Anadolu-TR7|20393.0|42360.0|9087.0|4296.0|3546.0|10165.0|11408.0|6488.0|26594.0|3703.0|0.0|4772.0|
|Ortadoğu Anadolu-TRB|20185.0|13198.0|4882.0|6243.0|2861.0|15513.0|14848.0|17607.0|41957.0|5614.0|5187.0|0.0|
2015|Akdeniz-TR6|0.0|35157.0|9802.0|7081.0|6637.0|16751.0|36567.0|41379.0|37659.0|6878.0|20076.0|15728.0|
|Batı Anadolu-TR5|31129.0|0.0|23905.0|7206.0|8755.0|21196.0|27883.0|13823.0|25576.0|7236.0|24514.0|8406.0|
|Batı Karadeniz-TR8|9588.0|33851.0|0.0|9283.0|11598.0|22322.0|12968.0|5501.0|62916.0|4792.0|8177.0|4592.0|
|Batı Marmara-TR2|6594.0|9697.0|6592.0|0.0|3346.0|16494.0|18345.0|4307.0|39849.0|3128.0|2960.0|3645.0|
|Doğu Karadeniz-TR9|5833.0|10493.0|13727.0|3722.0|0.0|16589.0|7230.0|2936.0|46614.0|8158.0|3331.0|2553.0|
|Doğu Marmara-TR4|13574.0|20332.0|16015.0|14668.0|12789.0|0.0|26017.0|8432.0|49021.0|7909.0|6378.0|7158.0|
|Ege-TR3|32140.0|30774.0|10656.0|17157.0|5946.0|28160.0|0.0|14870.0|38727.0|8053.0|8401.0|9450.0|
|Güneydoğu Anadolu-TRC|56462.0|20004.0|7149.0|6961.0|3829.0|16780.0|25568.0|0.0|49982.0|6695.0|9056.0|21431.0|
|İstanbul-TR1|30132.0|24846.0|58604.0|51772.0|39768.0|69696.0|38513.0|31775.0|0.0|17673.0|17362.0|22723.0|
|Kuzeydoğu Anadolu-TRA|7805.0|12972.0|5239.0|6806.0|6614.0|19732.0|15018.0|5679.0|36945.0|0.0|4820.0|5847.0|
|Orta Anadolu-TR7|20048.0|37380.0|9322.0|3945.0|3449.0|9536.0|11052.0|7103.0|25339.0|3898.0|0.0|5174.0|
|Ortadoğu Anadolu-TRB|20569.0|14261.0|4925.0|6999.0|3275.0|17204.0|17420.0|17582.0|40779.0|6545.0|5777.0|0.0|
2016|Akdeniz-TR6|0.0|32407.0|10269.0|7358.0|6863.0|17662.0|35720.0|38941.0|32806.0|6467.0|21593.0|13470.0|
|Batı Anadolu-TR5|29776.0|0.0|25949.0|7724.0|9711.0|23156.0|27456.0|13798.0|23707.0|7483.0|27438.0|7755.0|
|Batı Karadeniz-TR8|8845.0|28362.0|0.0|8615.0|13536.0|21974.0|11285.0|5757.0|49622.0|4303.0|8459.0|3743.0|
|Batı Marmara-TR2|5750.0|6903.0|6720.0|0.0|3832.0|15444.0|17037.0|4383.0|31188.0|3249.0|2628.0|3020.0|
|Doğu Karadeniz-TR9|5751.0|9165.0|12015.0|3520.0|0.0|14674.0|6183.0|3105.0|30891.0|7096.0|3451.0|2507.0|
|Doğu Marmara-TR4|12279.0|18876.0|16796.0|14053.0|18260.0|0.0|24550.0|8045.0|44618.0|9468.0|5940.0|6491.0|
|Ege-TR3|30220.0|24296.0|10467.0|16773.0|6370.0|27884.0|0.0|13961.0|30962.0|7390.0|8712.0|8254.0|
|Güneydoğu Anadolu-TRC|56171.0|20720.0|7480.0|7319.0|4411.0|18210.0|26856.0|0.0|45735.0|6332.0|9351.0|20412.0|
|İstanbul-TR1|30542.0|25338.0|61506.0|55236.0|60192.0|75093.0|40466.0|31880.0|0.0|20910.0|18545.0|21181.0|
|Kuzeydoğu Anadolu-TRA|6944.0|11355.0|5056.0|6155.0|7761.0|17144.0|12743.0|5306.0|26325.0|0.0|4637.0|5823.0|
|Orta Anadolu-TR7|17719.0|31547.0|9379.0|3544.0|3657.0|8646.0|9890.0|7064.0|16971.0|3646.0|0.0|4589.0|
|Ortadoğu Anadolu-TRB|19265.0|13729.0|5171.0|7244.0|3225.0|17480.0|16153.0|16782.0|36757.0|6519.0|5527.0|0.0|
2017|Akdeniz-TR6|0.0|32549.0|9457.0|7794.0|6558.0|18134.0|37095.0|44129.0|35412.0|6589.0|20429.0|15846.0|
|Batı Anadolu-TR5|31267.0|0.0|24005.0|7320.0|7549.0|21913.0|28869.0|15222.0|23986.0|6859.0|27125.0|9339.0|
|Batı Karadeniz-TR8|9979.0|30237.0|0.0|9142.0|11615.0|23043.0|12677.0|6800.0|54617.0|4635.0|9093.0|4848.0|
|Batı Marmara-TR2|6220.0|7824.0|6439.0|0.0|2933.0|15464.0|17611.0|5453.0|32090.0|3340.0|2902.0|3814.0|
|Doğu Karadeniz-TR9|6100.0|11460.0|14004.0|4832.0|0.0|22343.0|7306.0|3694.0|55726.0|6836.0|3917.0|2777.0|
|Doğu Marmara-TR4|13523.0|20768.0|17040.0|14669.0|11480.0|0.0|25859.0|10129.0|48159.0|7372.0|6892.0|7617.0|
|Ege-TR3|31608.0|26238.0|10433.0|16625.0|5887.0|27670.0|0.0|16480.0|33399.0|7722.0|8286.0|10379.0|
|Güneydoğu Anadolu-TRC|48983.0|17811.0|6802.0|6902.0|4084.0|16105.0|23911.0|0.0|43523.0|6575.0|8825.0|19069.0|
|İstanbul-TR1|31813.0|25834.0|60587.0|53472.0|40765.0|72281.0|43651.0|36335.0|0.0|16104.0|17296.0|24421.0|
|Kuzeydoğu Anadolu-TRA|7401.0|11975.0|5552.0|7322.0|7742.0|19312.0|14398.0|5811.0|32617.0|0.0|4612.0|6380.0|
|Orta Anadolu-TR7|19743.0|33184.0|8618.0|3908.0|3746.0|9150.0|10767.0|8074.0|20595.0|4059.0|0.0|5564.0|
|Ortadoğu Anadolu-TRB|18062.0|12270.0|4797.0|7189.0|3147.0|16811.0|16238.0|18107.0|36463.0|6332.0|5536.0|0.0|
2018|Akdeniz-TR6|0.0|37141.0|10913.0|8032.0|7723.0|17836.0|39533.0|44025.0|36308.0|7262.0|26476.0|20540.0|
|Batı Anadolu-TR5|35617.0|0.0|46555.0|9198.0|14722.0|23536.0|33740.0|16473.0|25358.0|8648.0|44969.0|11719.0|
|Batı Karadeniz-TR8|10860.0|28425.0|0.0|9527.0|19058.0|22034.0|13450.0|7453.0|51657.0|4719.0|9791.0|5668.0|
|Batı Marmara-TR2|7082.0|7457.0|8587.0|0.0|4847.0|14861.0|17998.0|5654.0|32409.0|4100.0|3397.0|5073.0|
|Doğu Karadeniz-TR9|7209.0|9318.0|13187.0|3809.0|0.0|15134.0|7362.0|4433.0|36758.0|7846.0|3949.0|3320.0|
|Doğu Marmara-TR4|16040.0|22902.0|24253.0|17335.0|23043.0|0.0|31217.0|10877.0|52790.0|11270.0|9246.0|11193.0|
|Ege-TR3|36490.0|26975.0|11769.0|17962.0|7862.0|26961.0|0.0|18333.0|33759.0|9702.0|10232.0|12152.0|
|Güneydoğu Anadolu-TRC|53052.0|18385.0|7515.0|7424.0|4539.0|17318.0|25273.0|0.0|43080.0|7267.0|8924.0|23125.0|
|İstanbul-TR1|37835.0|27636.0|108121.0|60164.0|95682.0|72735.0|51705.0|40499.0|0.0|27977.0|35629.0|37820.0|
|Kuzeydoğu Anadolu-TRA|7338.0|10699.0|5823.0|7223.0|9070.0|15398.0|12887.0|6634.0|23902.0|0.0|5134.0|6907.0|
|Orta Anadolu-TR7|22349.0|32255.0|10063.0|4146.0|4046.0|9485.0|11118.0|8702.0|18133.0|4149.0|0.0|6324.0|
|Ortadoğu Anadolu-TRB|17324.0|12035.0|5009.0|6966.0|3528.0|15034.0|15847.0|19737.0|31328.0|7538.0|5659.0|0.0|
2019|Akdeniz-TR6|0.0|33990.0|9821.0|8114.0|6177.0|17280.0|37211.0|41358.0|40444.0|6495.0|22371.0|14002.0|
|Batı Anadolu-TR5|31528.0|0.0|23344.0|6931.0|7604.0|22240.0|28570.0|15183.0|27012.0|6633.0|25582.0|8545.0|
|Batı Karadeniz-TR8|10648.0|42074.0|0.0|9945.0|11405.0|25531.0|13156.0|6785.0|78563.0|4274.0|8907.0|4320.0|
|Batı Marmara-TR2|7209.0|8000.0|7018.0|0.0|2870.0|15746.0|17815.0|5447.0|38770.0|3389.0|2935.0|4059.0|
|Doğu Karadeniz-TR9|6429.0|12309.0|16371.0|4536.0|0.0|18887.0|7770.0|3910.0|68612.0|8217.0|3423.0|2813.0|
|Doğu Marmara-TR4|15121.0|22007.0|17978.0|14790.0|10819.0|0.0|28748.0|10261.0|58461.0|8250.0|7132.0|7978.0|
|Ege-TR3|33472.0|27581.0|10510.0|16893.0|5429.0|29083.0|0.0|17230.0|39868.0|7536.0|8818.0|9927.0|
|Güneydoğu Anadolu-TRC|55343.0|19259.0|7389.0|7121.0|4613.0|17627.0|26682.0|0.0|49517.0|7253.0|8858.0|20631.0|
|İstanbul-TR1|31421.0|23855.0|57995.0|42579.0|32050.0|62999.0|38380.0|32691.0|0.0|17040.0|16678.0|22617.0|
|Kuzeydoğu Anadolu-TRA|7575.0|10953.0|4685.0|5717.0|8002.0|16060.0|13460.0|7057.0|30070.0|0.0|4290.0|7037.0|
|Orta Anadolu-TR7|22499.0|41942.0|9686.0|3866.0|3485.0|10732.0|11647.0|8172.0|28350.0|3500.0|0.0|4813.0|
|Ortadoğu Anadolu-TRB|18885.0|13387.0|4640.0|5996.0|3505.0|15041.0|15523.0|20808.0|39009.0|6831.0|5045.0|0.0|
2020|Akdeniz-TR6|0.0|24797.0|7723.0|6717.0|3689.0|14256.0|28718.0|35914.0|26901.0|4419.0|13723.0|11815.0|
|Batı Anadolu-TR5|30801.0|0.0|19638.0|7538.0|6364.0|19311.0|26670.0|14269.0|22177.0|5895.0|20646.0|8534.0|
|Batı Karadeniz-TR8|9051.0|25306.0|0.0|8147.0|8696.0|19791.0|10644.0|6375.0|55072.0|3302.0|7222.0|4205.0|
|Batı Marmara-TR2|5971.0|5968.0|5277.0|0.0|2318.0|13611.0|14342.0|4593.0|26797.0|2583.0|2601.0|2959.0|
|Doğu Karadeniz-TR9|6083.0|7338.0|11111.0|3167.0|0.0|11316.0|5279.0|4228.0|28297.0|5424.0|3012.0|3087.0|
|Doğu Marmara-TR4|13583.0|17092.0|13425.0|11859.0|9107.0|0.0|21400.0|10396.0|44732.0|7141.0|5750.0|7507.0|
|Ege-TR3|28738.0|20858.0|8674.0|15577.0|4480.0|24862.0|0.0|16340.0|27045.0|6941.0|7253.0|9075.0|
|Güneydoğu Anadolu-TRC|45386.0|16964.0|6115.0|6628.0|2814.0|15437.0|21738.0|0.0|34769.0|3632.0|7509.0|13690.0|
|İstanbul-TR1|34630.0|23880.0|48908.0|46060.0|30594.0|64665.0|42720.0|35398.0|0.0|15076.0|17041.0|22682.0|
|Kuzeydoğu Anadolu-TRA|7035.0|8250.0|4302.0|5214.0|6552.0|13429.0|10848.0|5547.0|19640.0|0.0|3686.0|5250.0|
|Orta Anadolu-TR7|18677.0|27494.0|7471.0|3622.0|2320.0|7756.0|8904.0|7690.0|16214.0|2843.0|0.0|4384.0|
|Ortadoğu Anadolu-TRB|16554.0|10671.0|3992.0|6218.0|2886.0|13386.0|13517.0|16431.0|26988.0|4172.0|4485.0|0.0|
||||||||||||||
